num_shots,prompt,response,original_reflection,label,new_reflection
2,Please describe a time where you were with other smokers and you didn't smoked, I smelt the way my buddies smelt and I felt good not to be stinky,Your friends smell nice. ,0," Smoking makes people feel better than eating or drinking. 

Prompt => What do you mean by ""smell""?

Response => Smells like cigarettes

Reflection => Smelling like cigarettes means that you have an addiction to nicotine. 

Prompt => How does this relate to your addiction?

Response => Because I can't get enough of it

Reflection => Your craving for nicotine is strong. 

Prompt => Do you ever try"
2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was not so socialable with the smokers as much,You are more socially active than your friends. ,0," Smoking helps people relax and get rid of stress. 

Prompt => How do you know how many cigarettes you've smoked over the years?

Response =>  My doctor told me I had quit smoking after 20 years of trying. 

Reflection => The number of cigarettes you've smoked depends on how long you've tried to quit. 

Prompt => If you could go back in time and change one thing about your past, what would it be?

"
3,Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking, I had a hard time running but still continued to smoke anyhow and missed my bus,"You smoked because you felt like you could don'thing about it, or that there would be no consequence if you quit.",0," When you have an urge to smoke, you should take action immediately. 

Prompt => How would you rate your ability to resist temptation if you could choose again?

Response =>  I would say very high

Reflection => If you could change one habit, what would it be?

Prompt => Would you recommend this product to someone who wants to quit smoking?

Response => Yes

Reflection => This product works well with me!"
3,Please describe a time where you contemplated the consequences of smoking on your health and then did not smoke that time, I went hiking and wanted to be able to climb the mountain with my kids and so I did not smoke,"Your decision to stop smoking helped you feel better about yourself, which in turn made it easier for you to continue to do things like hike or run. ",1," To me this means that you have learned how to manage your emotions around smoking. 

Prompt => How would you rate your ability to cope with stressful situations?

Response =>  Very good

Reflection => This indicates that you can handle stress well. 

Prompt => Describe an experience where you felt stressed by someone who smoked

Response =>  I had a friend over one night and he started smoking while we talked. He kept saying ""I'm going"
3,"I get it, you think Nicotine dependence is both good and bad Please describe a time where you had a compelling feeling to smoke and actually smoked", All the time everyday all day ,You felt like you needed nicotine in order to function normally. ,1," It was like an addiction. 

Prompt => How often have you thought about quitting or trying to quit smoking? If more than once, please explain why

Response => Never. 

Reflection => Why would you want to quit smoking? 

Prompt => Have you ever tried to quit smoking? If yes, please tell us about it

Response => No. 

Reflection => Do you believe there are any benefits to stopping smoking?

"
3,Please describe a time where you had a compelling feeling to smoke but didn't end up smoking, I was compelled to have a cigarrette before an interview but refrained,Your desire for a cigarette or cigar is strong enough to overcome your fears about being judged negatively. ,0," Cigarettes can make you feel like you're in control of something when you don't really know how it works. 

Prompt => Please describe a time when you smoked while driving

Response =>  It's difficult to explain why I did it, but I just couldn't stop myself. 

Reflection => Driving with a heavy pack of smokes makes you less aware of other drivers' reactions to your presence. 

Prompt => Please describe a time when you felt"
3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I just thought of all the bad things that smoking does and it was enough for me to not smoke,"You tried to stop smoking, but couldn't. Why wasn't this more effective than other methods?",0," Smoking causes cancer, heart disease, emphysema, lung diseases, strokes, respiratory problems, and many other health issues. 

Prompt => How do you feel now after having smoked? Did you get sick? If so how long did it take before you felt better?

Response =>  It took me two weeks to stop smoking. 

Reflection => The sooner you quit, the easier it becomes. 

Prompt => Have you ever tried to quit"
3,Please describe a time where you experienced stress and ended up smoking, whenever I am stressed and pacing the floors I need a cigarrette and can not control my will power,"Smoking helps you relax, which is important in stressful situations.",1," Smoking relaxes your body and mind. 

Prompt => So you do not use tobacco to relieve stress but rather it's used to help you cope with stress?

Response => Yes, I find that when I'm stressed out or anxious I tend to get into a bad mood and start thinking negative thoughts which then leads to smoking. 

Reflection => That sounds like an interesting way to deal with stress! How does this relate to smoking?

Prompt => What"
3,Please describe a time where you experienced stress and didn’t end up smoking, I was in the waiting room of the emergency room and felt stressed but it was more important to stay with famioy,"Stress is an emotion that causes us to act out our emotions. When we are under stress, we tend to do things that make us feel better. We may eat junk food or drink alcohol because they help relieve some of the tension. But when we don't have enough energy to deal with the situation at hand, we turn to drugs and other substances for relief.",0," My friend had just died from an overdose of drugs so I wanted to get high before going home.

Prompt => How do you feel when you are around others who smoke?

Response =>  I am not sure if I would call myself a smoker, but I have smoked for many years now. 

Reflection => I don't know how I feel about being around people who smoke. 

Prompt => Do you ever worry about getting addicted to cigarettes or alcohol"
3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was proud and not disappointed in myself. ,You weren't ashamed of being successful at something you love. ,1," You weren't ashamed or embarrassed by your actions. 

Prompt => How do you feel now that you've stopped smoking? Do you have any regrets?

Response =>  I'm glad I stopped smoking. 

Reflection =>  You don't regret stopping smoking. 

The following questions will help you determine whether you should continue with this activity or move onto another one.

If you answered ""Yes"" to all three prompts above, then you may proceed"
3,"Thank you for confirming my understanding Let me see if I understand, you don't like that smoking makes you smell badly I appreciate you making things simple for me, but please use more words in your sentences Can you think of more things that you dislike about smoking? If so, please tell me", I dislike the fact my children worry about me smoking,Your kids are worried because they know how bad it smells. They also know that their father smokes. ,1," Smoking makes it hard for people around me to breathe. 

Prompt => What do you mean by'smells' or'makes you smell'?

Response =>  It smells bad. 

Reflection =>  That's not true! 

Prompt => How can you say that?

Response =>  Because I'm afraid they'll laugh at me. 

Reflection =>  They won't laugh because they know how much I love them."
3,"I appreciate you confirming my knowledge Let me see if I get it, you think that cigarettes are expensive I would like to know more about your reasoning, is it possible to use more words in your sentences Do you have more negative things about smoking? Tell me if you can think of any", The cost of smoking is making life difficult financially,Your argument seems weak. ,0," It's not just money, it also affects how people treat you. 

Prompt => How much does it cost to buy one pack of cigarettes?

Response => $10-$15 per pack

Reflection => That's quite high! 

Prompt => Is there anything else you'd like to add or ask?"
3,"Okay, so you associate Cost as something negative about smoking Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette", I was behind in paying a bill but spent the money on cigarettes anyway,You were not able to pay for the bill and decided to spend the money on cigarettes instead. ,1," You have learned how much it costs to buy cigarettes. 

Prompt => So you associate Social Status as something negative about smoking Please describe a time where you considered the social status of smokers and decided not to smoke

Response =>  My friends think I'm weird because I don't smoke

Reflection => Your friends know you like smoking. 

Prompt => So you associate Physical Appearance as something negative about smoking Please describe a time where you thought about the physical attractiveness of"
3,"Let me see if I recall correctly, so you think of Poor role model as something bad about smoking Please describe a situation where you thought about wanting to be a good role model but ended up smoking", My children moaned at me as they thought I would get ill from smoking but I smoked anyway,You are not being honest with yourself and others when you say that you want to be a good role model for your kids. ,0," Smoking makes you more empathetic towards others. 

Prompt => So you don't have any other thoughts or feelings related to smoking?

Response => No, I just feel better after smoking.

Reflection => This may help explain why you enjoy smoking. 

Prompt => How does this relate to your current state of mind?

Response => It gives me an excuse to smoke again.

Reflection => If you had no reason to want to"
3,Please describe a situation where you thought about being a good role model and that cause you not to smoke, After my daughter complained about her clothes smelling of smoke,Your child is correct. ,0," When she was little I used to tell her ""Smoking doesn't smell bad""

Prompt => How would you explain this to someone who smokes?

Response =>  If they were told that smoking made them sick then they might stop smoking.

Reflection => They wouldn't know how to respond because they don't believe it.

Prompt => Would you be able to talk to someone who smoked without making assumptions or judgments?

Response => Yes, but only"
3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I realised it was affecting my dughter,You have been able to avoid smoking for many years now. ,0," It's hard for people who have never experienced nicotine withdrawal to understand how difficult it can be. 

Prompt => How do you know you are addicted to nicotine?

Response =>  I am addicted to nicotine because I cannot control myself

Reflection => You may find it helpful to write down some thoughts or feelings that help you remember why you want to quit. This will give you an idea of what motivates you to try to quit.

If you would like to"
3,"Let me see if I recall correctly, so you think of Smell as something bad about smoking Please describe a time where you were worried about the smell of cigarettes but ended up smoking", I worry when working in a school that the teachers and pupils think I smell of smoke,Your worries are not unfounded. ,0," I don't like smelling cigarette smoke because it reminds me of how much I used to enjoy smoking

Prompt => How do you feel about people who smoke while they're driving?

Response =>  I would be very concerned if someone drove with their eyes closed or mouth open

Reflection => If I saw someone drive with their eyes shut or mouth wide open, I'd probably pull them over and ask them to put out the cigarette

Prompt => Do you ever get angry"
3,Please describe a time where you were worried about the smell of cigarettes and you didn't smoke, When my daughter complained of her clothes smelling,Your concern is for your child's health. ,1," That's normal! 

Prompt => How do you feel after having smoked?

Response =>  Smoked well. 

Reflection => Smokers are usually satisfied with their lives. 

Prompt => If you could go back in time and change one thing about how you started smoking, what would it be?

Response =>  I wouldn't have tried so hard to quit. 

Reflection => The hardest part of quitting is giving up."
3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, Because of the effect it was having on my daughter,Your ability to control your own behavior has been enhanced because of the effects that smoking had on your child. ,1," It wasn't just me who noticed how much she smelled like tobacco. 

Prompt => Please describe a time where you were worried about the smell of cigarettes and you didn't smoke

Response =>  My husband had to go out in public with his wife because he couldn't stand smelling her breath.

Reflection => You're right, it was bad enough that we could no longer have sex without being aware of each other's scent. 

Prompt => Think back"
3,"Okay, so you associate Health as something negative about smoking Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking", When I had a pain in my chest,Your thoughts are focused on the physical symptoms associated with smoking. ,1," You were afraid of getting sick from breathing in too much tobacco smoke. 

Prompt => Thank you for confirming my understanding Let me see if I understand, you don't like that smoking makes you smell badly I appreciate you making things simple for me, but please use more words in your sentences Can you think of more things that you dislike about smoking? If so, please tell me

Response =>  I dislike the fact my children worry about me smoking

Reflection => Your kids"
3,Please describe a time where you experienced stress and didn't end up smoking," When I am working, my job is quite stressful at times",Your work environment can be very stressful. ,1," Stressful situations are often associated with smoking.

Prompt => How do you deal with stress?

Response => I try to relax as much as possible. 

Reflection => Relaxation helps reduce stress.

Prompt => Describe an experience where you felt stressed out and then quit smoking

Response =>  I have never smoked before so this was very new for me. 

Reflection => Smoking reduces your anxiety levels.

Prompt => Do"
3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was at work so unable to smoke,It's not that easy to avoid smoking in your workplace. ,0," When you smoked, your mind was occupied with thoughts of how much better life would be without cigarettes. 

Prompt => How can we help people avoid becoming addicted to nicotine?

Response => We need to educate our kids about the dangers of tobacco use.

Reflection => Our schools must teach their students about the health risks associated with cigarette smoking.

Prompt => Why does smoking make me feel bad in general?

Response => Smoking makes me feel bad because it"
3,What is it about smoking that makes it good?, It relaxes me and gives me a sense of pleasure. ,"Smoking helps you feel relaxed, which in turn allows you to enjoy your life more.",1," The feeling of relaxation is one thing but how do you know that you are relaxing? 

Prompt => How would you feel if someone told you they had cancer?

Response =>  I'd think ""I'm glad he's alive"" or something similar. 

Reflection => Would you tell them you loved them?

Prompt => If you knew that there was no cure for cancer, would you still love them?

Response => Yes, because I believe"
3,Thank you for clearing that up Do you have more positive things about smoking? Tell me if you can think of any, It  something to look forward to doing.,I'm glad we cleared this one up!,1," Smoking makes you feel happy and relaxed.

Prompt => How do you know how much nicotine is in your cigarette? Answer this question with an example of a cigarette that contains less than 10mg of nicotine

Response =>  A pack of Marlboro Reds contain around 20 mg of nicotine

Reflection => The amount of nicotine in one cigarette varies depending upon its brand and type.

Prompt => If you could only choose one thing to change about your life right now,"
3,Thank you for clearing that up What else do you find positive about smoking?, It helps me focus and concentrate.,"I see, it does help me concentrate and concentrate.",0," It can help with concentration.

Prompt => How does this affect your relationships?

Response =>  I have had some very close friends who have quit smoking. They all say that their relationship improved greatly after they stopped.

Reflection => Your relationship will improve when you stop smoking.

Prompt => Do you think you'll ever be able to give up smoking completely?

Response => No, I'm still addicted to nicotine.

Reflection => Nicotine addiction"
3,"I'm sorry, I don't understand; I am in the process of learning the different kinds of answers. Can you write in a different way Don't worry, I'll give you options if I can't get what you're saying", It relaxes my mind and body.,Relaxing your mind and body is good. ,1," This will help you learn more about yourself. 

Prompt => What do you mean by ""relaxing"" Relaxation means being relaxed and comfortable with yourself. 

Response =>  Relaxing is when I feel calm and peaceful.

Reflection => Relaxing is relaxing. 

Prompt => How does this relate to stress? Stress is caused by thinking too much or worrying too much. 

Response =>  Stressed people have lots of worries and"
3,Thank you for confirming my understanding I understand: smoking relieves you of stress Do you have more positive things about smoking? Tell me if you can think of any, Smoking gives me a pleasurable and happy feeling. ,Smoking is good for your health. ,0," It does indeed relieve stress.

Prompt => What did you mean by ""pleasurable"" or ""happy""?

Response =>  The pleasure comes when I am able to relax after having taken a puff. 

Reflection => That sounds very nice. How often do you use cigarettes?

Prompt => About once every two weeks

Response => Yes, but only one pack per day. 

Reflection => Oh, so you're saying you never"
3,"I see, you get pleasure from smoking What else do you find positive about smoking?", I can concentrate more if I am smoking,You are able to focus better when you smoke. ,1," It makes your mind clear and lets you work faster

Prompt => How does this make you feel?

Response =>  I feel relaxed and calm

Reflection => You seem calmer now. 

Prompt => Do you have any other negative feelings associated with smoking?

Response => No

Reflection => That's all for today. Thank you again for taking the time out of your day to answer these questions."
3,"I appreciate you confirming my knowledge I see, you feel compelled to smoke Do you have more positive things about smoking? Tell me if you can think of any", I like to smoke while I drink alcohol because it feel great,I enjoy smoking with friends or in a group because we all share the same experience,1," Drinking alcohol makes you happy. 

Prompt => How do you feel about vaping? Is there anything negative or helpful in this technology?

Response =>  Vaping is very beneficial to me as its helping me quit smoking

Reflection => It's helped me quit smoking by giving me something else to focus on instead of just thinking about how bad I want to be free from cigarettes. 

Prompt => If you could change one thing about yourself would it be?
"
3,"Thank you for confirming my understanding OK, so smoking is pleasant and relaxing for you What else do you find positive about smoking?", I like to smoke if I am borred.,You are relaxed when you smoke. ,1," If you are bored or stressed out then smoking can help relieve your stress.

Prompt => How does smoking make you feel?

Response =>  Smokers tend to be more sociable than non-smokers.

Reflection => Smokers tend to be more outgoing than non-smokers.

Prompt => Do you think there should be laws against smoking in public places?

Response => Yes, I believe we need to ban smoking everywhere.

Ref"
3,"I appreciate you confirming my understanding OK, so smoking is pleasant and relaxing for you Are there other things that are good about smoking? If so, please tell me", It  gives me a nice sensation.,Smoking makes it easier to concentrate on work or school.,0," Smoking helps relieve stress. 

Prompt => Is there anything else that's not good about smoking? If so, please tell me

Response =>  No, nothing else

The following questions will help determine whether you have an accurate sense of how much stigma exists against smokers. These questions should be asked when you first start talking about smoking. They can also be used later during the interview process.

What is the most common negative stereotype associated with people who smoke? (e"
3,"Sorry, I don't get what you're saying. Can you give more details I'm trying to learn what you say, I'll give you options if I can't figure it out", It  gives me a rush and makes me feel slightly high.,You have been smoking too much. Please stop now.,0," The feeling of being high is very similar to the sensation of smelling tobacco.

Prompt => What do you mean by ""smoke""? Is there any difference between the two?

Response => Smoking is when someone smokes a cigarette.

Reflection => Yes, but it's also called chewing or sucking on a cigar.

Prompt => How does this relate to smoking?

Response => When you chew a cigar, you inhale the smoke into your mouth."
4,"Sorry, I didn't understand what you said. Can you write it in a different way I'm trying to learn what you say, I'll give you options if I can't figure it out", I like to socialise with other people who smoke.,You are not alone!,1," Smoking makes you more sociable.

Prompt => So you think smoking is socially acceptable?

Response => Yes, I don't see why anyone would argue against this.

Reflection => Why wouldn't someone argue against this?

Prompt => How many times have you smoked today?

Response => About 3 or 4 times

Reflection => That seems like an awful lot!

Prompt => Do you ever get tired of being around smokers?
"
4,"I appreciate you confirming my understanding OK, let me summarize what you said. You said ""I can concentrate more if I am smoking"", which I think is related to Nicotine dependence You also said ""I enjoy the kick"", ""Smoking gives me a pleasurable and happy feeling. "", ""I like to smoke while I drink alcohol because it feel great"", and ""I like to smoke if I am borred."", which I believe is essentially Feeling good You also said ""It  something to look forward to doing."", which I believe is essentially Routine You also said ""I like to socialise with other people who smoke."", which I believe is essentially Socializing You also said ""It relaxes me and gives me a sense of pleasure. "", ""It relaxes my mind and body."", and ""It  gives me a rush and makes me feel slightly high."", which I think is related to Stress OK. Let's now talk about the bad things about smoking What is it about smoking that makes it bad?", Im aware its very bad for your health.,What is it about smoking that makes it bad?,1," Smoking causes lung cancer, heart disease, emphysema, bronchitis, emphysema, asthma, emphysema, COPD (Chronic Obstructive Pulmonary Disease), chronic obstructive pulmonary disorder, and many other diseases.

What are some ways smokers can reduce their risk of developing these conditions?

Response =>  Quit smoking!

How do we know this isn't just an attempt to make us feel better or give them sympathy?

"
4,"I appreciate you confirming my understanding I see, you are concerned about your health Do you have more negative things about smoking? Tell me if you can think of any", It can give you all sorts of diseases such as lung cancer.,Smoking causes many different types of disease including Cancer.,1," Lung Cancer is bad. 

Prompt => What do you mean by ""all sorts of diseases""?

Response =>  The most common ones are cancers of the mouth, throat, lungs, stomach, liver, pancreas, bladder, kidney, skin, blood vessels, bones, joints, heart, brain, eyes, nose, ears, sinuses, and tonsils.

Reflection => That's very sad. 

Prompt => How many people die each"
4,"I appreciate you confirming my understanding I see, you are concerned about your health Do you have more negative things about smoking? Tell me if you can think of any", It makes your clothes and hair smell.,Your clothing smells bad.,1," Smoking causes cancer, heart disease, emphysema, lung diseases, etc.

Prompt => How do you deal with people who don't understand why you smoke?

Response =>  They say ""I know"" or they just ignore me.

Reflection => People who don't understand why we smoke usually try to convince us by saying ""You'll die.""

Prompt => If someone told you that you would never live another day without having smoked, how would"
4,"Thank you for confirming my understanding OK, so you smoke when people around you are smoking Do you have more negative things about smoking? Tell me if you can think of any", It can make you a social outcast.,Your friends won't want to be with you because they will know that you smoke.,1," If someone smokes with you then they will be less likely to ask questions or offer advice. 

Prompt => How does this affect your relationships?

Response =>  My relationship with my wife has improved greatly since we stopped smoking

Reflection => The same goes for your relationship with friends. 

Prompt => Is there anything else you would like to add?"
4,"Thank you for confirming my understanding I see, you think that cigarettes are expensive Are there other things that are bad about smoking? If so, please tell me", It gives off a bad example to my children,Your kids will not like the way they look or act after smoking. They'll also get sick from all the chemicals in their bodies.,0," Smoking can cause health problems such as lung cancer and heart disease. 

Prompt => What else does smoking have negative effects on?

Response =>  Smoking causes damage to the lungs and blood vessels which leads to chronic coughs and colds. 

Prompt => Is this true for all smokers or just those who start out heavy smokers?

Response =>  Yes, most heavy smokers will develop these symptoms after a few years of regular use. 

Prompt"
4,"I see, you want to be a good role model for the people close to you What else do you find negative about smoking?", Nicotine stains on furniture and walls are not nice,That's why we have anti-smoking campaigns in schools.,0," nicotine does stain on some surfaces. 

Prompt => How would you respond if someone told you they smoked cigarettes?

Response =>  I would tell them to stop doing so or quit altogether

Reflection => If someone tells you they smoke cigarettes, then you should try to help them quit. 

Prompt => Would you say that smoking causes cancer?

Response => Yes

Reflection => Cancer is caused by exposure to carcinogens such as carbon monoxide"
4,So you think Nicotine dependence is good and bad at the same time Please describe a time where you had a compelling feeling to smoke and actually smoked, When I wake up in the morning.,That's pretty cool! How often do you have urges to smoke?,0," This was probably your first cigarette. 

Prompt => How do you feel about nicotine withdrawal?

Response =>  I'm not sure how much I would want to quit. 

Reflection => You're still trying to decide whether or not to stop. 

Prompt => Do you ever get addicted to anything else besides nicotine?

Response => Yes. 

Reflection => You are addicted to nicotine. 

Prompt => Is there anyone"
4,Please describe a time where you had a compelling feeling to smoke but didn't end up smoking, When I had got off an airplane after a long journey.,"You don't have any desire to smoke, so it's not really that important for you to do it.",0," You were tired from traveling and needed some sleep. 

Prompt => What was the most important reason why you stopped smoking?

Response =>  To get rid of the cigarette smell.

Reflection => Cigarette smell is unpleasant. 

Prompt => How does this help us understand how people make decisions when they're stressed out?

Response => Stressful situations cause people to act impulsively. 

Reflection => People tend to take risks because they"
4,Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette?, Every time I buy a pack of ciggs I think about the cost the craving  makes me continue to smoke.,You were thinking about the price of cigarettes when buying them. ,1," The only way to get rid of the desire to smoke is by quitting. 

Prompt => Thank you for confirming my understanding So you don't smoke while driving or riding public transport?

Response => Yes, I am aware of the dangers of smoking while driving.

Reflection => If you had to choose between being safe from harm and having fun, wouldn't you rather be safe than happy?

Prompt => Thank you for confirming my understanding How often do you smoke"
4,Please describe a time where you thought about the cost of smoking and it prevented it you from smoking a cigarette, When I was saving up to go abroad it was a real intensive not to smoke. ,You were thinking about how much money you would have saved if you had quit smoking.,1," Smoking can be very expensive. 

Prompt => How does this relate to the question ""What would happen if you stopped smoking?""

Response => If I quit smoking now I will have more energy than ever before. 

Reflection => The reason for quitting smoking is because you want to live longer. 

Prompt => Would you say that you think about the costs of smoking every day or once a week?

Response => Once a week. 

"
4,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I had more will power and also I was using nicotine replacement therapy as in chewing gum,You are now able to stop smoking without any help or support. ,0," Nicotine Replacement Therapy (NRT) helps people stop smoking. NRT can be used with or without other forms of treatment such as counselling. 

Prompt => How does this help smokers quit?

Response => By helping them to understand why they want to quit. 

Reflection => Understanding why someone wants to quit smoking is important. 

Prompt => So how does NRT work?

Response => With NRT, you chew a piece of gum containing"
4,Please describe a time where you smoked because you needed to feel good, I lost internet connection this evening for ten minutes so I smoked to cheer myself up.,"You used your willpower to stop smoking, which is an important skill that can help others quit too.",0," It's hard to be happy without cigarettes. 

Prompt => Tell me more about how you got through those times when you had trouble quitting

Response =>  My parents always told me that I should quit before my life became unmanageable. 

Reflection => They may have been right. 

Prompt => How do you deal with feelings of guilt over having continued to smoke even though you knew it could hurt your health?

Response =>  I don"
4,Please describe a time where you wanted to feel good and didn't get that through smoking, Most of the time to be honest!,"You felt bad about not getting what you want, but it was okay because you got something else from it.",1," When did you last try something new?

Prompt => How long does it take to quit smoking?

Response => About 2 weeks

Reflection => That's pretty quick. 

Prompt => Do you ever wish you could go back to being a smoker?

Response => Yes, every day

Reflection => Every day? 

Prompt => If so how often?

Response => Not too much, maybe once or twice a week
"
4,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, Will power and nicotine  replacement chewing gum.,"I was very lucky in my early 20's, because I had no idea what I was getting into with cigarettes.   It took me years before I realized how addictive they really are.  When I finally quit, I felt like I'd been given an opportunity to live life on my own terms.",0," Nicotine replacement therapy (NRT) helps people quit smoking by helping them stop using tobacco products.

Prompt => How would you describe how you felt after quitting smoking? Did you get better? Better than before? Worse?

Response =>  I was very happy and relieved. I had no desire to smoke again.

Reflection => After quitting smoking, I found myself feeling much happier and less depressed. My mood improved dramatically.

Prompt => If you could go back"
4,Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking, When my  ex colleague  was diagnosed with  stage three lung cancer.,This is an example of how we can use our thoughts as tools to change our behavior. We are more likely to make changes in response to negative thinking than positive ones.,0," He died because he didn't stop smoking. 

Prompt => Please describe a time when you felt guilty or ashamed about smoking

Response =>  I would have stopped if I could have. But I wasn't ready yet.

Reflection => The guilt and shame are feelings that come from thinking about how much money you will lose if you don't quit. They make quitting seem like such a big deal.

Prompt => Please describe a time when you considered the costs"
4,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was feelimg good about myself and I had more determination.,"Your motivation for quitting was based on self-esteem, not fear or guilt.",1, You are more likely to succeed in your efforts to stop smoking than people who don't try.
4,Please desccribe a situation where you thought about wanting to be a good role model but ended up smoking, Nearly everyday when I'm around my children,You felt like your life would change forever because of this decision. It's hard to imagine that someone who has been so successful could ever give up on his/her dreams. ,0," You're not sure how much it bothers them or whether they like it. 

Prompt => What do you mean by 'almost every day'?

Response => Every day when we go shopping with my wife

Reflection => You don't know how often you smoke. 

Prompt => How many times per week do you smoke?

Response => About 3-4 times per week

Reflection => You haven't told anyone else about your habit yet."
4,Please desccribe a situation where you thought about being a good role model and that cause you not to smoke, At a childrens birthday party I was detemined not to be seen as a smoker,Being a good role model made me think twice before lighting up.,1," You have an idea of how others will react to you because they know you smoked. 

Prompt => Please describe a time when you thought about the costs of smoking and it prevented it you from smoking

Response =>  I didnt want to go through another year without cigarettes

Reflection => You are worried about your health. 

Prompt => Please describe a time when you thought about the benefits of smoking and it prevented it you from smoking

Response =>  I"
4,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I felt like I didnt need to smoke brcause the nicotine gum was working,"The nicotine gum worked well because you didn't want to quit, but you still wanted to stop. ",1," Nicotine gum works by increasing blood flow to the brain so that it feels better than normal

Prompt => How do you know how much nicotine gum will help you quit?

Response =>  Its not as easy as just taking one piece of gum

Reflection => The amount of nicotine gum needed depends on how long you've smoked for

Prompt => Is there anything else you'd like to add before we end this session?"
4,Please describe a time where you smoked routinely without thinking about it, When I've got a lot on my mind I feel as if it gives me the go ahead to smoke. I don't even know how many I smoke during these periods.,"You are always in control of your actions and thoughts, so why do you think that you can't stop smoking?",0," Smoking makes you more relaxed and less stressed than not smoking. 

Prompt => Please describe a time when you felt guilty or ashamed about smoking

Response =>  It's hard to explain why I feel this way. 

Reflection => The reason you feel guilty or ashamed about smoking is because you're afraid of losing someone else's respect. 

Prompt => Please describe a time when you thought about quitting smoking

Response =>  I'm still struggling with this"
4,Please describe a time where you missed your routinely smoke, When I have none left at night time and the shop is shut. I feel as if I wont be able to cope. I certainly don't sleep well.,"You are not alone in this feeling of being unable to function normally when smoking regularly. It can affect all aspects of life, including work, relationships, health and wellbeing. The more often you smoke, the greater the impact. If you want to quit, there's no better way than by quitting for good!",0," This may sound strange, but you're missing out! 

Prompt => How does this make you feel?

Response =>  Very sad. I miss having a cigarette.

Reflection => That's because you haven't had one in days. 

Prompt => Do you ever get angry about people judging you for smoking?

Response => Yes. Sometimes I just want to cry.

Reflection => If you were to lose weight, how much would"
4,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I had more of a positive and determined attitude. ,"You are trying hard, but you just can't seem to get rid of that cigarette habit. ",1," You had less of an attitude and were not sure how much longer you wanted to continue smoking. 

Prompt => How many times per day do you use tobacco products?

Response =>  every day

Reflection => Every day you used tobacco products. 

Prompt => Do you ever feel guilty for continuing to smoke even though you know its harmful? If yes, why?

Response => Yes, I often feel guilty for continuing to smoke even though I know"
4,Please describe a time where you were worried about the smell of cigarettes but ended up smoking, When I was having visitors around for dinner. ,"You may have been concerned that your guests would notice the cigarette odor, but they didn't. ",1," The guests would notice the cigarette odor and ask if they could have one too.

Prompt => How do you know when someone smokes?

Response => I look them straight in the eye and say ""Smoking?""

Reflection => If you see someone puffing away with an ashtray full of ashes, then he/she probably smokes.

Prompt => Do you ever get angry over the smell of cigarettes?

Response => Yes, very often.
"
4,Please describe a time where you were worried about the smell of cigarettes and you didn't smoke, When my children's friends come over to our home.,Your concern is that your family will be exposed to cigarette smoke. ,1," My kids are now grown but they still visit us often.

Prompt => Please describe a time when you stopped thinking about how much money you would have if you never smoked again

Response =>  It wasn't easy but I managed to stop smoking after two years.

Reflection => If you could go back in time and do things differently, what would you change?

Prompt => How many times have you tried to quit smoking before?

Response =>  About"
4,So you think Socializing is good and bad at the same time Please describe a time where you were with other smokers and ended up smoking, When somebody offered me a cigarette I felt obliged to smoke it even though I didn't want one,You feel obligated to smoke because someone else offers you a cigarette. ,1," It was an enjoyable experience because we had fun together. 

Prompt => How does this make you feel? Do you like being around people who smoke?

Response => Yes, but not as much as I used to. 

Reflection => This may be due to social pressures. 

Prompt => Is there anything else you would like to add before we end this session?"
4,Please describe a time where you were with other smokers and you didn't smoked, When I was trying to cut down on the amount I smoked I reffused to smoke just because they were.,"You don't like people offering you cigarettes, so you refuse them.",1," They would tell me how much better their lives were without smoking.

Prompt => How do you know someone will be able to quit smoking?

Response => By looking at them and seeing how well they take care of themselves.

Reflection => If you don't want to stop smoking then you should try not to get too depressed.

Prompt => Is there anything else you'd like to add before we end this session?

Response => Yes, please let me"
4,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was determined and more motivated to succed.,"You are still determined, but your motivation is less than before.",1," To be successful in preventing yourself from smoking, you had to have some sort of motivation or resolve. 

Prompt => How would you rate your ability to stop smoking now?

Response =>  I am not sure yet. 

Reflection => If you could change one thing about yourself right now, what would it be?

Response =>  Stop smoking!"
