,sample_id,num_shot,prompt,response,reflection_gpt,gpt_valid_reflection
128,9,2,"Let me see if I understand, you want to be a good role model for the people close to you Do you have more negative things about smoking? Tell me if you can think of any", Aging or appearance change is always a fear,Your age has nothing to do with your ability as a person. ,0
129,10,2,"Okay, so you associate Health as something negative about smoking Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking", I recently had a cervical cancer scare,Smoking has caused many problems for you. ,1
130,11,2,Please describe a time where you contemplated the consequences of smoking on your health and then did not smoke that time, i have been trying to kick the habit with vape but so far havent succeeded,Smoking has caused many problems in your life. ,0
131,12,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, i havent been able to completely stop so far i didnt like the feel of the vape in my mouth and it didnt feel the same in my hand,It's hard to say what makes it different than before because there are many factors involved. ,1
132,13,2,"From what I gather, it seems that you think Having something in my Hand is something good about smoking Please describe a time where you smoked because you enjoy the feeling of holding a cigarette", I get so much in the habit that i do find my hands getting very twitchy and it starts me feeling like i need another,You are still addicted to cigarettes despite having tried other methods. ,1
133,14,2,Please describe a time where you wanted to enjoy holding a cigarette and didn't end up smoking, i was late for a appointment and couldnt have one before and i got very agitated and twitchy it wasnt a nice sensation,It's hard to imagine how stressful this must be for you. ,1
134,15,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, Like i said above its like hot sweats and feeling very agitated and unable to focus,You are not alone! ,0
135,16,2,"Let me see if I recall correctly, so you think of Nicotine dependence as something bad about smoking Please describe a time where you had a compelling feeling to smoke and actually smoked", when i was under a lot of stress after a relations death,"When you thought you might die, you tried to stop smoking. ",1
136,17,2,Please describe a time where you had a compelling feeling to smoke but didn't end up smoking, when i have been late and havent had the time but its never good if i do this as it makes me feel really bad,This is an example of how your mind can influence your actions. ,0
137,18,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, i wasnt able to concentrate and was very ratty,This is an example of how your mind can influence your actions. ,1
138,19,2,"From what I gather, it seems that you think Cost is something bad about smoking Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette", everytime if i am honest i am ashamed i havent been able to stop when i take in the cost,It's hard for smokers who are trying to quit because they don't want to be reminded of their costs. ,1
139,20,2,Please describe a time where you thought about the cost of smoking and it prevented you from smoking a cigarette, all the time i dont have a lot of extra money so really have to budget some weeks i have to cut down to get by and its very hard,It's difficult for you to quit smoking because you don't want to be poor. ,0
140,21,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, i felt more in control of external stuff but had a few stressful events that pushed me back down,Your thoughts on how your life has changed since you stopped smoking. ,0
141,22,2,"Let me see if I recall correctly, so you think of Focus as something good about smoking Please describe a time where you wanted to focus on a task and ended up smoking", occasionally i will try and concentrate and it agitates me and makes me want to put a cigarette in my hand,You tried to do something focused and ended up doing something else. ,1
142,23,2,Please describe a time where you wanted to focus on a task and didn't end up smoking, Sometimes i can power through the feeling but sometimes it can really stress me out,"You need to be careful with this one. If you don't have any problems focusing then just say ""I'm fine"" or whatever. ",0
143,24,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I felt more of a pressure to complete things in one sit in and made myself push through the craving,It's important not to let your mind get distracted by other thoughts or feelings while focusing on a goal. ,1
144,25,2,"Ok, so you associate Stress as something positive about smoking Please describe a time where you experienced stress and ended up smoking", It helps me centre my thoughts and helps me think things more clearly,Smoking is stressful for many people. ,1
145,26,2,Please describe a time where you experienced stress and didn't end up smoking, when i couldnt smoke like when i was in public i do sometimes get anxious in large crowds but of course it wouldnt be right to smoke in public,You can still have anxiety without being stressed out. ,0
146,27,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I had no release from the tension so ended up buying chewing gum,Gum is better than cigarettes for relieving stress. ,1
147,28,2,"Okay, so you associate Stigma or shame as something negative about smoking Please express a time where you experienced social stigma but still ended up smoking"," I think its a general for any smoker smoking outside now, i dont think it is looked at as good and you do get looks for smoking even in smoking areas",You are not alone! ,0
148,29,2,Please express a time where you experienced social stigma and didn't smoke, when we went out with friends that didnt smoke and they hate the smell for them we held off till later,You felt like people judged you because of how much you smoked. ,1
149,30,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, i tried to keep myself distracted by doing things other than routine,Your distraction was distracting people's attention away from you. ,0
150,31,2,"Let me see if I recall correctly, so you think of Physical appearance as something bad about smoking Please describe a time where you thought about the effect of smoking on your appearance but ended up smoking", i worry about my skin aging faster due to smoking,Smoking is one of the most common causes of premature wrinkling in our society. ,0
151,32,2,Please describe a time where you thought about the effect of smoking on your appearance and didn't end up smoking, i didnt stop if i'm honest i just hydrated my skin more and used more exfoliating products,You are using an exfoliator now that helps with your skin's texture. ,1
152,33,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, nothing really comes to mind sorry,Nothing came to mind that would make this difference. ,1
153,34,2,"Let me see if I recall correctly, so you think of Poor role model as something bad about smoking Please describe a situation where you thought about wanting to be a good role model but ended up smoking", i am a mother i never smoke in front of my daughter i go outside and never smoke in front of her,You are trying to avoid being seen as an anti-smoker. ,0
154,35,2,Please describe a situation where you thought about being a good role model and that cause you not to smoke, i have really tried to stop i have focused on telling my daughter where i am wrong and why she should stay well away from smoking,You want to tell people that they are wrong for thinking that smoking is harmful. ,0
155,36,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, just distaction really and not staying too still,You are trying hard to keep yourself from smoking. ,1
156,37,2,"Ok, so you associate Routine as something positive about smoking Please describe a time where you smoked routinely without thinking about it", i read a awful lot and have got into the habbit of reading my book outside with a cup of tea.  This i think is the worst thing as i associate it as the habit of doing all together,Smoking is addictive because it makes us feel better than we are. ,0
157,38,2,Please describe a time where you missed your routinely smoke, just when i have been late or rushed,You are missing out on some good things in life by being absent from your regularly scheduled activities. ,0
158,39,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, wasnt really able to without completely changing my routine,You are more likely to be successful in preventing yourself from smoking if you can change your routine. ,1
159,40,2,"From what I gather, it seems that you think Smell is something bad about smoking Please describe a time where you were worried about the smell of cigarettes but ended up smoking", i dont like that it does linger on clothes and breath and it can be easily detected by no smokers,It's easy for people who don't smoke to detect the scent of tobacco in their clothing. ,1
160,41,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?," The feeling that i was doing completely wrong, at work or in a social setting",You are not doing anything wrong. ,0
161,42,2,Great! Okay. Let's now chat about the bad things about smoking What is it about smoking that makes it bad?," The smell, The health risks, The price. The feeling of smoking makes you outcast in some places.",Smoking causes lung cancer. ,0
162,43,2,"Let me see if I recall correctly, so you think of Cost as something bad about smoking Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette", When I smoked more then usual and ran out of cigarettes. I thought about buying more and thought about the cost,This is an example of thinking about costs while smoking. ,1
163,44,2,Please describe a time where you thought about the cost of smoking and it prevented you from smoking a cigarette, No money. Day before payday It was either lunch or ciarettesr,You were afraid of losing your job because of smoking. ,0
164,45,2,"From what I gather, it seems that you think Health is something bad about smoking Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking", When a friend was diagnosed with COPD. Thought about my own health,You were concerned for your friends' health. ,1
165,46,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was not able to breathe right,You had trouble breathing because of smoking. ,1
166,47,2,"From what I gather, it seems that you think Smell is something bad about smoking Please describe a time where you were worried about the smell of cigarettes but ended up smoking", In a crowded elevator. Just finished smoking a cigarette,You thought about how others would perceive your actions. ,1
167,48,2,"Let me see if I recall correctly, so you think of Stigma or shame as something bad about smoking Please express a time where you experienced social stigma but still ended up smoking", Out with friends. The only smoker. Had to go outside in the cold to smoke,Your fear of being judged by others led you to continue smoking despite knowing that it would harm your health. ,1
168,49,2,What is it about smoking that makes it good?, It makes me feel less anxious and relaxed sometimes,Smoking made you more comfortable. ,1
169,50,2,"Thank you for confirming my understanding I see, you may smoke because you feel stressed Do you have more positive things about smoking? Tell me if you can think of any", It also lets me feel less awkward in some situations,That's nice. ,0
170,51,2,"I appreciate you confirming my understanding I see, you feel compelled to smoke What else do you find positive about smoking?", I feel that it sometimes breaks the ice for a conversation with another smoker,"You are right, smoking does break the ice. ",1
171,52,2,"Sorry, I didn't understand what you said. Can you write it in a different way Don't worry, I'll give you options if I can't get what you're saying", It helps to start a conversation,Smoking is good at breaking the ice. ,1
172,53,2,"I appreciate you confirming my understanding I see, you don't like the smell of cigarettes Do you have more negative things about smoking? Tell me if you can think of any", it is harming others by second hand smoke,"You are right, there's no doubt about this. ",0
173,54,2,Please continue, I get cranky when I can not smoke,I'm sure that's enough information for now. If there are other questions please feel free to ask them and we will try our best to answer as many as possible.,0
174,55,2,Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette?, today I am broke and still had to buy them. I borrowed money,Your financial situation has changed since last year. ,0
175,56,2,Please describe a time where you thought about the cost of smoking and it prevented it you from smoking a cigarette, I had to eat instead with my money so I went with out,Your financial situation is affecting your ability to quit smoking. ,1
176,57,2,Please describe a time where you were worried about the smell of cigarettes but ended up smoking, at a friends house my clothes were all stinky they said I was embarrassed,"Your clothing smelled bad, not because of your own actions. ",0
177,58,2,Please describe a time where you were worried about the smell of cigarettes and you didn't smoke, the next time I went there to visit I refrained ,You are concerned that your clothing will be smelly if you don't smoke. ,0
178,59,2,Please desccribe a situation where you thought about wanting to be a good role model but ended up smoking, When my kids were younger I should have quyit but did not,"You are thinking about being a good role model, but your actions don't match that goal. ",0
179,60,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was able to do the right thing and not feel guilty,It's hard to remember what makes something different than when you smoked. ,0
180,61,2,"I get it, you think Socializing is both good and bad Please describe a time where you were with other smokers and ended up smoking", When ever I am with other smokers it makes it feel ok to smoke,It's hard for me to imagine that someone would want to smoke while they are around others who smoke. ,0
181,62,2,Please describe a time where you were with other smokers and you didn't smoked, I smelt the way my buddies smelt and I felt good not to be stinky,Smelling your friends' breath is fun! ,0
182,63,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was not so socialable with the smokers as much,You are more sociable now than before. ,0
183,64,2,Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking, I had a hard time running but still continued to smoke anyhow and missed my bus,"Smoking is bad for your health, even if you do run. ",0
184,65,2,Please describe a time where you contemplated the consequences of smoking on your health and then did not smoke that time, I went hiking and wanted to be able to climb the mountain with my kids and so I did not smoke,"Your decision to stop smoking helped you feel better about yourself, which in turn led to more enjoyment of life. ",1
185,66,2,"I get it, you think Nicotine dependence is both good and bad Please describe a time where you had a compelling feeling to smoke and actually smoked", All the time everyday all day ,Your motivation for wanting to smoke was strong enough to overcome your fear of quitting. ,0
186,67,2,Please describe a time where you had a compelling feeling to smoke but didn't end up smoking, I was compelled to have a cigarrette before an interview but refrained,Your desire for a cigarette has been strong enough to overcome any reservations or concerns you may have had about smoking. ,0
187,68,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I just thought of all the bad things that smoking does and it was enough for me to not smoke,"It's hard to say what makes something ""good"" or ""bad"". ",0
188,69,2,Please describe a time where you experienced stress and ended up smoking, whenever I am stressed and pacing the floors I need a cigarrette and can not control my will power,"Stress is what causes people to want to smoke, stress makes them think they are going to die if they don't smoke. ",0
189,70,2,Please describe a time where you experienced stress and didn’t end up smoking, I was in the waiting room of the emergency room and felt stressed but it was more important to stay with famioy,"Stress is an addictive behavior, so if you experience stress while trying to quit smoking, then chances are you'll continue to do it even after quitting. ",0
190,71,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was proud and not disappointed in myself. ,,0
191,72,2,"Thank you for confirming my understanding Let me see if I understand, you don't like that smoking makes you smell badly I appreciate you making things simple for me, but please use more words in your sentences Can you think of more things that you dislike about smoking? If so, please tell me", I dislike the fact my children worry about me smoking,Your kids are worried because they know how bad it smells. ,1
192,73,2,"I appreciate you confirming my knowledge Let me see if I get it, you think that cigarettes are expensive I would like to know more about your reasoning, is it possible to use more words in your sentences Do you have more negative things about smoking? Tell me if you can think of any", The cost of smoking is making life difficult financially,Your opinion on this matter seems very important to me. Please explain why,0
193,74,2,"Okay, so you associate Cost as something negative about smoking Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette", I was behind in paying a bill but spent the money on cigarettes anyway,You were concerned with the financial burden of smoking. ,1
194,75,2,"Let me see if I recall correctly, so you think of Poor role model as something bad about smoking Please describe a situation where you thought about wanting to be a good role model but ended up smoking", My children moaned at me as they thought I would get ill from smoking but I smoked anyway,You were not able to make positive changes for yourself because of the costs associated with smoking. ,0
195,76,2,Please describe a situation where you thought about being a good role model and that cause you not to smoke, After my daughter complained about her clothes smelling of smoke,Your child's clothing smelled of tobacco because she had been exposed to second hand smoke. ,1
196,77,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I realised it was affecting my dughter,It is important for parents to know what their child thinks about them smoking. ,1
197,78,2,"Let me see if I recall correctly, so you think of Smell as something bad about smoking Please describe a time where you were worried about the smell of cigarettes but ended up smoking", I worry when working in a school that the teachers and pupils think I smell of smoke,You've been thinking about this for some time now. ,1
198,79,2,Please describe a time where you were worried about the smell of cigarettes and you didn't smoke, When my daughter complained of her clothes smelling,You're concerned with what others might say about your daughter's appearance or behaviour. ,1
199,80,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, Because of the effect it was having on my daughter,Your ability to stop smoking helped make things better for your child. ,1
200,81,2,"Okay, so you associate Health as something negative about smoking Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking", When I had a pain in my chest,You're concerned about what will happen if you don't stop smoking. ,1
201,82,2,Please describe a time where you experienced stress and didn't end up smoking," When I am working, my job is quite stressful at times",You're concerned that smoking will affect your work performance. ,1
202,83,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was at work so unable to smoke,It's hard not to think that if you could have prevented yourself from smoking then you would've done it. ,0
203,84,2,What is it about smoking that makes it good?, It relaxes me and gives me a sense of pleasure. ,Smoking helps you relax. ,1
204,85,2,Thank you for clearing that up Do you have more positive things about smoking? Tell me if you can think of any, It  something to look forward to doing.,You are looking forward to doing what?,0
205,86,2,Thank you for clearing that up What else do you find positive about smoking?, It helps me focus and concentrate.,I like the way it focuses my mind on what I am trying to accomplish. ,0
206,87,2,"I'm sorry, I don't understand; I am in the process of learning the different kinds of answers. Can you write in a different way Don't worry, I'll give you options if I can't get what you're saying", It relaxes my mind and body.,Relaxing your mind and body.,1
207,88,2,Thank you for confirming my understanding I understand: smoking relieves you of stress Do you have more positive things about smoking? Tell me if you can think of any, Smoking gives me a pleasurable and happy feeling. ,Smoking makes you feel good. ,1
208,89,2,"I see, you get pleasure from smoking What else do you find positive about smoking?", I can concentrate more if I am smoking,You are able to focus better when you smoke. ,1
209,90,2,"I appreciate you confirming my knowledge I see, you feel compelled to smoke Do you have more positive things about smoking? Tell me if you can think of any", I like to smoke while I drink alcohol because it feel great,Smoking is good for your health. ,0
210,91,2,"Thank you for confirming my understanding OK, so smoking is pleasant and relaxing for you What else do you find positive about smoking?", I like to smoke if I am borred.,You enjoy the feeling of relaxation when you are smoking. ,1
211,92,2,"I appreciate you confirming my understanding OK, so smoking is pleasant and relaxing for you Are there other things that are good about smoking? If so, please tell me", It  gives me a nice sensation.,Smoking makes you happy. ,1
212,93,2,"Sorry, I don't get what you're saying. Can you give more details I'm trying to learn what you say, I'll give you options if I can't figure it out", It  gives me a rush and makes me feel slightly high.,Smoking relaxes your mind and body. ,1
213,94,2,"Sorry, I didn't understand what you said. Can you write it in a different way I'm trying to learn what you say, I'll give you options if I can't figure it out", I like to socialise with other people who smoke.,Smoking makes you feel good. ,1
214,95,2,"I appreciate you confirming my understanding OK, let me summarize what you said. You said ""I can concentrate more if I am smoking"", which I think is related to Nicotine dependence You also said ""I enjoy the kick"", ""Smoking gives me a pleasurable and happy feeling. "", ""I like to smoke while I drink alcohol because it feel great"", and ""I like to smoke if I am borred."", which I believe is essentially Feeling good You also said ""It  something to look forward to doing."", which I believe is essentially Routine You also said ""I like to socialise with other people who smoke."", which I believe is essentially Socializing You also said ""It relaxes me and gives me a sense of pleasure. "", ""It relaxes my mind and body."", and ""It  gives me a rush and makes me feel slightly high."", which I think is related to Stress OK. Let's now talk about the bad things about smoking What is it about smoking that makes it bad?", Im aware its very bad for your health.,Smoking causes lung cancer.,0
215,96,2,"I appreciate you confirming my understanding I see, you are concerned about your health Do you have more negative things about smoking? Tell me if you can think of any", It can give you all sorts of diseases such as lung cancer.,Lung Cancer? That sounds terrible! How do you know this?,1
216,97,2,"I appreciate you confirming my understanding I see, you are concerned about your health Do you have more negative things about smoking? Tell me if you can think of any", It makes your clothes and hair smell.,You don't want to be around someone who smokes. ,1
217,98,2,"Thank you for confirming my understanding OK, so you smoke when people around you are smoking Do you have more negative things about smoking? Tell me if you can think of any", It can make you a social outcast.,You feel socially isolated because of your habit.,1
218,99,2,"Thank you for confirming my understanding I see, you think that cigarettes are expensive Are there other things that are bad about smoking? If so, please tell me", It gives off a bad example to my children,Your kids will be less likely to start smoking because they won't know what it's like to live without them.,0
219,100,2,"I see, you want to be a good role model for the people close to you What else do you find negative about smoking?", Nicotine stains on furniture and walls are not nice,You don't like it when others smell or taste nicotine in their breath. ,1
220,101,2,So you think Nicotine dependence is good and bad at the same time Please describe a time where you had a compelling feeling to smoke and actually smoked, When I wake up in the morning.,You have an urge to smoke but don't feel like it's right or appropriate. ,1
221,102,2,Please describe a time where you had a compelling feeling to smoke but didn't end up smoking, When I had got off an airplane after a long journey.,You don't have any desire to smoke when you get home from work. ,0
222,103,2,Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette?, Every time I buy a pack of ciggs I think about the cost the craving  makes me continue to smoke.,"You bought cigarettes because they were cheap, not because they made you feel better.",0
223,104,2,Please describe a time where you thought about the cost of smoking and it prevented it you from smoking a cigarette, When I was saving up to go abroad it was a real intensive not to smoke. ,You were trying to save money for your trip overseas. ,1
224,105,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I had more will power and also I was using nicotine replacement therapy as in chewing gum,Nicotine is addictive. It's hard for people who don't have that problem to quit.,0
225,106,2,Please describe a time where you smoked because you needed to feel good, I lost internet connection this evening for ten minutes so I smoked to cheer myself up.,"You felt bad after smoking, but your need to be happy outweighed that feeling. ",0
226,107,2,Please describe a time where you wanted to feel good and didn't get that through smoking, Most of the time to be honest!,You felt bad about your actions but they weren't harmful or dangerous. ,0
227,108,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, Will power and nicotine  replacement chewing gum.,"Nicotine is not going to stop me from smoking, but will help me quit more easily than willpower alone.",0
228,109,2,Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking, When my  ex colleague  was diagnosed with  stage three lung cancer.,"My wife had been suffering from asthma since she was young. She started smoking at age 19 because her father smoked. After several years of smoking, she developed bronchitis which led to pneumonia. The doctor told us that she needed surgery but she refused. We decided to try quitting together. In our first attempt, we both failed miserably. But after one month of trying again, we succeeded in stopping cold turkey.",0
229,110,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was feelimg good about myself and I had more determination.,"Being in control of your life, being motivated by something other than cigarettes, and having willpower all contributed to me stopping smoking.",0
230,111,2,Please desccribe a situation where you thought about wanting to be a good role model but ended up smoking, Nearly everyday when I'm around my children,Your desire to help others motivated you to stop smoking. ,0
231,112,2,Please desccribe a situation where you thought about being a good role model and that cause you not to smoke, At a childrens birthday party I was detemined not to be seen as a smoker,You are a great role model for your kids! ,0
232,113,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I felt like I didnt need to smoke brcause the nicotine gum was working,"Nicotine is an addictive drug, so if you can stop using it, then you will feel better. ",0
233,114,2,Please describe a time where you smoked routinely without thinking about it, When I've got a lot on my mind I feel as if it gives me the go ahead to smoke. I don't even know how many I smoke during these periods.,"Smoking is something you do regularly, so you are aware of its effects. ",1
234,115,2,Please describe a time where you missed your routinely smoke, When I have none left at night time and the shop is shut. I feel as if I wont be able to cope. I certainly don't sleep well.,You are missing out on something good! ,0
235,116,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I had more of a positive and determined attitude. ,"You are not in control of what happens to you, but you can make choices that will help you stay healthy.",1
236,117,2,Please describe a time where you were worried about the smell of cigarettes but ended up smoking, When I was having visitors around for dinner. ,You can tell others how bad smoking is by talking about its effects on your health. ,0
237,118,2,Please describe a time where you were worried about the smell of cigarettes and you didn't smoke, When my children's friends come over to our home.,Your worry is that your family will be exposed to cigarette smoke. ,1
238,119,2,So you think Socializing is good and bad at the same time Please describe a time where you were with other smokers and ended up smoking, When somebody offered me a cigarette I felt obliged to smoke it even though I didn't want one,You feel obligated to smoke because someone else offers you a cigarette. ,1
239,120,2,Please describe a time where you were with other smokers and you didn't smoked, When I was trying to cut down on the amount I smoked I reffused to smoke just because they were.,"You don't like people who offer you cigarettes, so you refuse them. ",0
240,121,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was determined and more motivated to succed.,"You are still determined, but less so than before. ",1
241,122,2,Please express a time where you experienced social stigma but still ended up smoking, When I was the only smoker amongst a group of friends on a night out. I smoked before we went into the theatre and they stood with me.,You avoided being stigmatized by others. ,0
242,123,2,Please express a time where you experienced social stigma and didn't smoke, Standing outside a church after a wedding. I couldn't see any other smokers and felt too embarrassed to smoke because of this.,"Your friends don't want you to be seen as an ""outcast"" for being a smoker. ",0
243,124,2,Please describe a time where you experienced stress and ended up smoking, When I couldn't  find the tv remote anywhere. It stressed me out so I smoked instead.,"Stress is an emotion that can be caused by many things, including smoking. ",0
244,125,2,Please describe a time where you experienced stress and didn’t end up smoking," After over spending in the supermarket, I didn't smoke because I thought It would be counter productive",Stress relieving cigarettes were helpful for you.,0
245,126,2,"I appreciate you confirming my understanding I understand, you like the flavour of cigarettes I would like to know more about your reasoning, is it possible to use more words in your sentences Are there other things that are good about smoking? If so, please tell me", It helps me feel less stressed.,Is this something you enjoy doing?,0
246,4,3,"Okay, so you associate Smell as something negative about smoking Please describe a time where you were worried about the smell of cigarettes but ended up smoking", My stepdad hates the smell of cigarettes so I do my best to try to avoid smelling like smoke even though I am a smoker. Mainly out of respect and understanding that it's not the best smell in the world.,Smoking helps you deal with stress. ,1
247,5,3,Please describe a time where you were worried about the smell of cigarettes and you didn't smoke, When I was going to my doctor. I refrained from smoking on the way so she wouldn't smell it and be reminded to lecture me about smoking.,You don't want others to notice your cigarette odor. ,1
248,6,3,What is good about smoking?, its more the habit of holding the cigarette and reading outside when i do,Smoking makes you feel better. ,0
249,7,3,"Sorry, I don't understand what you mean by ""its more the habit of holding the cigarette and reading outside when i do "". Can you write it in a different way Don't worry, I'll give you options if I can't get what you're saying", the rush of the tobacco is relaxing,The nicotine is addictive and causes cravings for more. ,0
250,8,3,"Thank you for confirming my understanding I see, you think that cigarettes are expensive I would like to know more about your reasoning, is it possible to use more words in your sentences What else do you find negative about smoking?", the sheer price now is becoming very hard to pay,It's not just the cost of buying them but also the fact that they take up space in your house. ,0
251,9,3,"Let me see if I understand, you want to be a good role model for the people close to you Do you have more negative things about smoking? Tell me if you can think of any", Aging or appearance change is always a fear,Ageing is not an issue for most smokers. ,0
252,10,3,"Okay, so you associate Health as something negative about smoking Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking", I recently had a cervical cancer scare,Smoking has caused many problems for you. ,1
253,11,3,Please describe a time where you contemplated the consequences of smoking on your health and then did not smoke that time, i have been trying to kick the habit with vape but so far havent succeeded,Smoking has become an issue for you. ,1
254,12,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, i havent been able to completely stop so far i didnt like the feel of the vape in my mouth and it didnt feel the same in my hand,Your attempts at quitting failed because you didn't find an alternative to smoking. ,1
255,13,3,"From what I gather, it seems that you think Having something in my Hand is something good about smoking Please describe a time where you smoked because you enjoy the feeling of holding a cigarette", I get so much in the habit that i do find my hands getting very twitchy and it starts me feeling like i need another,Your hands are becoming more twitchy than usual. ,1
256,14,3,Please describe a time where you wanted to enjoy holding a cigarette and didn't end up smoking, i was late for a appointment and couldnt have one before and i got very agitated and twitchy it wasnt a nice sensation,It's hard to quit smoking if you don't want to. ,0
257,15,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, Like i said above its like hot sweats and feeling very agitated and unable to focus,It's hard to imagine how stressful this must be. ,1
258,16,3,"Let me see if I recall correctly, so you think of Nicotine dependence as something bad about smoking Please describe a time where you had a compelling feeling to smoke and actually smoked", when i was under a lot of stress after a relations death,"When you are stressed out or anxious, nicotine can help calm your nerves. ",1
259,17,3,Please describe a time where you had a compelling feeling to smoke but didn't end up smoking, when i have been late and havent had the time but its never good if i do this as it makes me feel really bad,This is an example of how nicotine can help you cope with stressful situations. ,0
260,18,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, i wasnt able to concentrate and was very ratty,You were stressed out because you couldn't get your nicotine fix. ,1
261,19,3,"From what I gather, it seems that you think Cost is something bad about smoking Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette", everytime if i am honest i am ashamed i havent been able to stop when i take in the cost,It's hard for people who are addicted to cigarettes to quit because they don't want to be seen as weak or stupid. ,0
262,20,3,Please describe a time where you thought about the cost of smoking and it prevented you from smoking a cigarette, all the time i dont have a lot of extra money so really have to budget some weeks i have to cut down to get by and its very hard,It's difficult for you to make ends meet without working. ,0
263,21,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, i felt more in control of external stuff but had a few stressful events that pushed me back down,It's difficult to avoid stress. ,0
264,22,3,"Let me see if I recall correctly, so you think of Focus as something good about smoking Please describe a time where you wanted to focus on a task and ended up smoking", occasionally i will try and concentrate and it agitates me and makes me want to put a cigarette in my hand,Your desire to be focused was helpful in preventing you from smoking. ,0
265,23,3,Please describe a time where you wanted to focus on a task and didn't end up smoking, Sometimes i can power through the feeling but sometimes it can really stress me out,You may be trying too hard to stay focused. ,1
266,24,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I felt more of a pressure to complete things in one sit in and made myself push through the craving,It's important to be aware of your thoughts and feelings. ,0
267,25,3,"Ok, so you associate Stress as something positive about smoking Please describe a time where you experienced stress and ended up smoking", It helps me centre my thoughts and helps me think things more clearly,"When stressed, your mind is less likely to be focused on what's going on around you. ",0
268,26,3,Please describe a time where you experienced stress and didn't end up smoking, when i couldnt smoke like when i was in public i do sometimes get anxious in large crowds but of course it wouldnt be right to smoke in public,When you are stressed you tend to over-think your situation. ,1
269,27,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I had no release from the tension so ended up buying chewing gum,Chewing gum is relaxing. ,1
270,28,3,"Okay, so you associate Stigma or shame as something negative about smoking Please express a time where you experienced social stigma but still ended up smoking"," I think its a general for any smoker smoking outside now, i dont think it is looked at as good and you do get looks for smoking even in smoking areas",You are not allowed to smoke inside. ,0
271,29,3,Please express a time where you experienced social stigma and didn't smoke, when we went out with friends that didnt smoke and they hate the smell for them we held off till later,You felt people judged you because of your smoking. ,1
272,30,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, i tried to keep myself distracted by doing things other than routine,You felt more comfortable being around people who smoked. ,0
273,31,3,"Let me see if I recall correctly, so you think of Physical appearance as something bad about smoking Please describe a time where you thought about the effect of smoking on your appearance but ended up smoking", i worry about my skin aging faster due to smoking,Your concern over your physical appearance was probably caused by your fear of getting cancer. ,0
274,32,3,Please describe a time where you thought about the effect of smoking on your appearance and didn't end up smoking, i didnt stop if i'm honest i just hydrated my skin more and used more exfoliating products,Your skin was looking better before you started using these products. ,0
